pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Kas-1	Tsu-1	Chr3	5050001	5100000	0.0	6	0	24	0
Tsu-1	Roda-47	Chr3	5050001	5100000	0.0	6	0	24	0
Tsu-1	Belm-12	Chr3	5050001	5100000	0.0	6	0	24	0
Tsu-1	Belm-12	Chr3	5100001	5150000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	5100001	5150000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	5100001	5150000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	5100001	5150000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	5100001	5150000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	5100001	5150000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	5150001	5200000	0.0	6	0	24	0
Kas-1	Tsu-1	Chr3	5150001	5200000	0.0	6	0	24	0
Kas-1	Roda-47	Chr3	5150001	5200000	0.0	6	0	24	0
Tsu-1	Belm-12	Chr3	5150001	5200000	0.0	6	0	24	0
Tsu-1	Roda-47	Chr3	5150001	5200000	0.0	6	0	24	0
Belm-12	Roda-47	Chr3	5150001	5200000	0.0	6	0	24	0
Tsu-1	Belm-12	Chr3	5200001	5250000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	5200001	5250000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	5200001	5250000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	5200001	5250000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	5200001	5250000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	5200001	5250000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	5250001	5300000	0.0	123	0	492	0
Kas-1	Belm-12	Chr3	5250001	5300000	0.0	123	0	492	0
Belm-12	Roda-47	Chr3	5250001	5300000	0.0	123	0	492	0
Tsu-1	Roda-47	Chr3	5250001	5300000	0.0	123	0	492	0
Kas-1	Roda-47	Chr3	5250001	5300000	0.0	123	0	492	0
Tsu-1	Belm-12	Chr3	5250001	5300000	0.0	123	0	492	0
Kas-1	Tsu-1	Chr3	5300001	5350000	0.0	7	0	28	0
Kas-1	Belm-12	Chr3	5300001	5350000	0.0	7	0	28	0
Tsu-1	Roda-47	Chr3	5300001	5350000	0.0	7	0	28	0
Belm-12	Roda-47	Chr3	5300001	5350000	0.0	7	0	28	0
Tsu-1	Belm-12	Chr3	5300001	5350000	0.0	7	0	28	0
Kas-1	Roda-47	Chr3	5300001	5350000	0.0	7	0	28	0
Kas-1	Roda-47	Chr3	5350001	5400000	0.0	2	0	8	0
Tsu-1	Belm-12	Chr3	5350001	5400000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr3	5350001	5400000	0.0	2	0	8	0
Kas-1	Belm-12	Chr3	5350001	5400000	0.0	2	0	8	0
Belm-12	Roda-47	Chr3	5350001	5400000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr3	5350001	5400000	0.0	2	0	8	0
Kas-1	Roda-47	Chr3	5400001	5450000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	5400001	5450000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	5400001	5450000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	5400001	5450000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	5400001	5450000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	5400001	5450000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	5450001	5500000	0.0	7	0	28	0
Tsu-1	Roda-47	Chr3	5450001	5500000	0.0	7	0	28	0
Kas-1	Belm-12	Chr3	5450001	5500000	0.0	7	0	28	0
Kas-1	Tsu-1	Chr3	5450001	5500000	0.0	7	0	28	0
Tsu-1	Belm-12	Chr3	5450001	5500000	0.0	7	0	28	0
Kas-1	Roda-47	Chr3	5450001	5500000	0.0	7	0	28	0
Kas-1	Tsu-1	Chr3	5500001	5550000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	5500001	5550000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	5500001	5550000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	5500001	5550000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	5500001	5550000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	5500001	5550000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	5550001	5600000	0.0	25	0	100	0
Belm-12	Roda-47	Chr3	5550001	5600000	0.0	25	0	100	0
Kas-1	Roda-47	Chr3	5550001	5600000	0.0	25	0	100	0
Tsu-1	Belm-12	Chr3	5550001	5600000	0.0	25	0	100	0
Kas-1	Tsu-1	Chr3	5550001	5600000	0.0	25	0	100	0
Kas-1	Belm-12	Chr3	5550001	5600000	0.0	25	0	100	0
Tsu-1	Belm-12	Chr3	5600001	5650000	0.0	1	0	4	0
Kas-1	Roda-47	Chr3	5600001	5650000	0.0	1	0	4	0
Belm-12	Roda-47	Chr3	5600001	5650000	0.0	1	0	4	0
Tsu-1	Roda-47	Chr3	5600001	5650000	0.0	1	0	4	0
Kas-1	Belm-12	Chr3	5600001	5650000	0.0	1	0	4	0
Kas-1	Tsu-1	Chr3	5600001	5650000	0.0	1	0	4	0
Kas-1	Belm-12	Chr3	5650001	5700000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	5650001	5700000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	5650001	5700000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	5650001	5700000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	5650001	5700000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	5650001	5700000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	5700001	5750000	0.0	98	0	392	0
Kas-1	Roda-47	Chr3	5700001	5750000	0.0	98	0	392	0
Tsu-1	Roda-47	Chr3	5700001	5750000	0.0	98	0	392	0
Belm-12	Roda-47	Chr3	5700001	5750000	0.0	98	0	392	0
Kas-1	Tsu-1	Chr3	5700001	5750000	0.0	98	0	392	0
Kas-1	Belm-12	Chr3	5700001	5750000	0.0	98	0	392	0
Kas-1	Roda-47	Chr3	5750001	5800000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	5750001	5800000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	5750001	5800000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	5750001	5800000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	5750001	5800000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	5750001	5800000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	5800001	5850000	0.0	14	0	56	0
Kas-1	Belm-12	Chr3	5800001	5850000	0.0	14	0	56	0
Tsu-1	Belm-12	Chr3	5800001	5850000	0.0	14	0	56	0
Kas-1	Roda-47	Chr3	5800001	5850000	0.0	14	0	56	0
Belm-12	Roda-47	Chr3	5800001	5850000	0.0	14	0	56	0
Tsu-1	Roda-47	Chr3	5800001	5850000	0.0	14	0	56	0
Kas-1	Tsu-1	Chr3	5850001	5900000	0.0	18	0	72	0
Kas-1	Belm-12	Chr3	5850001	5900000	0.0	18	0	72	0
Belm-12	Roda-47	Chr3	5850001	5900000	0.0	18	0	72	0
Tsu-1	Roda-47	Chr3	5850001	5900000	0.0	18	0	72	0
Kas-1	Roda-47	Chr3	5850001	5900000	0.0	18	0	72	0
Tsu-1	Belm-12	Chr3	5850001	5900000	0.0	18	0	72	0
Kas-1	Belm-12	Chr3	5900001	5950000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	5900001	5950000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	5900001	5950000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	5900001	5950000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	5900001	5950000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	5900001	5950000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	5950001	6000000	0.0	3	0	12	0
Belm-12	Roda-47	Chr3	5950001	6000000	0.0	3	0	12	0
Tsu-1	Belm-12	Chr3	5950001	6000000	0.0	3	0	12	0
Kas-1	Tsu-1	Chr3	5950001	6000000	0.0	3	0	12	0
Kas-1	Belm-12	Chr3	5950001	6000000	0.0	3	0	12	0
Kas-1	Roda-47	Chr3	5950001	6000000	0.0	3	0	12	0
Kas-1	Tsu-1	Chr3	6000001	6050000	0.0444444444444444	45	8	180	0
Belm-12	Roda-47	Chr3	6000001	6050000	0.0	45	0	180	0
Tsu-1	Roda-47	Chr3	6000001	6050000	0.0444444444444444	45	8	180	0
Tsu-1	Belm-12	Chr3	6000001	6050000	0.0444444444444444	45	8	180	0
Kas-1	Belm-12	Chr3	6000001	6050000	0.0	45	0	180	0
Kas-1	Roda-47	Chr3	6000001	6050000	0.0	45	0	180	0
Kas-1	Roda-47	Chr3	6050001	6100000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	6050001	6100000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6050001	6100000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6050001	6100000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6050001	6100000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6050001	6100000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6100001	6150000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6100001	6150000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6100001	6150000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6100001	6150000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	6100001	6150000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	6100001	6150000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6150001	6200000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	6150001	6200000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6150001	6200000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6150001	6200000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	6150001	6200000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6150001	6200000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6200001	6250000	0.0	67	0	268	0
Belm-12	Roda-47	Chr3	6200001	6250000	0.0	67	0	268	0
Kas-1	Belm-12	Chr3	6200001	6250000	0.0	67	0	268	0
Tsu-1	Roda-47	Chr3	6200001	6250000	0.0	67	0	268	0
Tsu-1	Belm-12	Chr3	6200001	6250000	0.0	67	0	268	0
Kas-1	Roda-47	Chr3	6200001	6250000	0.0	67	0	268	0
Kas-1	Tsu-1	Chr3	6250001	6300000	0.0	12	0	48	0
Kas-1	Roda-47	Chr3	6250001	6300000	0.0	12	0	48	0
Tsu-1	Belm-12	Chr3	6250001	6300000	0.0	12	0	48	0
Belm-12	Roda-47	Chr3	6250001	6300000	0.0	12	0	48	0
Tsu-1	Roda-47	Chr3	6250001	6300000	0.0	12	0	48	0
Kas-1	Belm-12	Chr3	6250001	6300000	0.0	12	0	48	0
Kas-1	Tsu-1	Chr3	6300001	6350000	0.0	2	0	8	0
Kas-1	Roda-47	Chr3	6300001	6350000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr3	6300001	6350000	0.0	2	0	8	0
Kas-1	Belm-12	Chr3	6300001	6350000	0.0	2	0	8	0
Tsu-1	Belm-12	Chr3	6300001	6350000	0.0	2	0	8	0
Belm-12	Roda-47	Chr3	6300001	6350000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr3	6350001	6400000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6350001	6400000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6350001	6400000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	6350001	6400000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6350001	6400000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	6350001	6400000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6400001	6450000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6400001	6450000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6400001	6450000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	6400001	6450000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6400001	6450000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	6400001	6450000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6450001	6500000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr3	6450001	6500000	0.0	2	0	8	0
Tsu-1	Belm-12	Chr3	6450001	6500000	0.0	2	0	8	0
Kas-1	Belm-12	Chr3	6450001	6500000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr3	6450001	6500000	0.0	2	0	8	0
Kas-1	Roda-47	Chr3	6450001	6500000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr3	6500001	6550000	0.0	28	0	112	0
Belm-12	Roda-47	Chr3	6500001	6550000	0.0	28	0	112	0
Tsu-1	Roda-47	Chr3	6500001	6550000	0.0	28	0	112	0
Tsu-1	Belm-12	Chr3	6500001	6550000	0.0	28	0	112	0
Kas-1	Roda-47	Chr3	6500001	6550000	0.0	28	0	112	0
Kas-1	Belm-12	Chr3	6500001	6550000	0.0	28	0	112	0
Tsu-1	Belm-12	Chr3	6550001	6600000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr3	6550001	6600000	0.0	2	0	8	0
Kas-1	Belm-12	Chr3	6550001	6600000	0.0	2	0	8	0
Kas-1	Roda-47	Chr3	6550001	6600000	0.5	2	4	8	0
Belm-12	Roda-47	Chr3	6550001	6600000	0.5	2	4	8	0
Tsu-1	Roda-47	Chr3	6550001	6600000	0.5	2	4	8	0
Kas-1	Roda-47	Chr3	6600001	6650000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	6600001	6650000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6600001	6650000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6600001	6650000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6600001	6650000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6600001	6650000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6650001	6700000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6650001	6700000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6650001	6700000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6650001	6700000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	6650001	6700000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	6650001	6700000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6700001	6750000	0.0	21	0	84	0
Tsu-1	Belm-12	Chr3	6700001	6750000	0.0	21	0	84	0
Kas-1	Tsu-1	Chr3	6700001	6750000	0.0	21	0	84	0
Kas-1	Belm-12	Chr3	6700001	6750000	0.0	21	0	84	0
Belm-12	Roda-47	Chr3	6700001	6750000	0.0	21	0	84	0
Kas-1	Roda-47	Chr3	6700001	6750000	0.0	21	0	84	0
Kas-1	Tsu-1	Chr3	6750001	6800000	0.0	27	0	108	0
Kas-1	Belm-12	Chr3	6750001	6800000	0.0	27	0	108	0
Tsu-1	Belm-12	Chr3	6750001	6800000	0.0	27	0	108	0
Tsu-1	Roda-47	Chr3	6750001	6800000	0.0	27	0	108	0
Belm-12	Roda-47	Chr3	6750001	6800000	0.0	27	0	108	0
Kas-1	Roda-47	Chr3	6750001	6800000	0.0	27	0	108	0
Kas-1	Belm-12	Chr3	6800001	6850000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6800001	6850000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6800001	6850000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6800001	6850000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6800001	6850000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	6800001	6850000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6850001	6900000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	6850001	6900000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6850001	6900000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	6850001	6900000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6850001	6900000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6850001	6900000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6900001	6950000	0.0	1	0	4	0
Belm-12	Roda-47	Chr3	6900001	6950000	0.0	1	0	4	0
Kas-1	Roda-47	Chr3	6900001	6950000	0.0	1	0	4	0
Tsu-1	Belm-12	Chr3	6900001	6950000	0.0	1	0	4	0
Kas-1	Tsu-1	Chr3	6900001	6950000	0.0	1	0	4	0
Kas-1	Belm-12	Chr3	6900001	6950000	0.0	1	0	4	0
Kas-1	Roda-47	Chr3	6950001	7000000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	6950001	7000000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	6950001	7000000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	6950001	7000000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	6950001	7000000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	6950001	7000000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7000001	7050000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7000001	7050000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	7000001	7050000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7000001	7050000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7000001	7050000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7000001	7050000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7050001	7100000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7050001	7100000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	7050001	7100000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7050001	7100000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7050001	7100000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7050001	7100000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7100001	7150000	0.0	5	0	20	0
Kas-1	Roda-47	Chr3	7100001	7150000	0.0	5	0	20	0
Kas-1	Tsu-1	Chr3	7100001	7150000	0.0	5	0	20	0
Kas-1	Belm-12	Chr3	7100001	7150000	0.0	5	0	20	0
Belm-12	Roda-47	Chr3	7100001	7150000	0.0	5	0	20	0
Tsu-1	Roda-47	Chr3	7100001	7150000	0.0	5	0	20	0
Kas-1	Belm-12	Chr3	7150001	7200000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7150001	7200000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7150001	7200000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7150001	7200000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7150001	7200000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7150001	7200000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7200001	7250000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7200001	7250000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	7200001	7250000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7200001	7250000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7200001	7250000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7200001	7250000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7250001	7300000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	7250001	7300000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7250001	7300000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7250001	7300000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7250001	7300000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7250001	7300000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7300001	7350000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7300001	7350000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7300001	7350000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	7300001	7350000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7300001	7350000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7300001	7350000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7350001	7400000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	7350001	7400000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7350001	7400000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7350001	7400000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7350001	7400000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7350001	7400000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7400001	7450000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7400001	7450000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7400001	7450000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	7400001	7450000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7400001	7450000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7400001	7450000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7450001	7500000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7450001	7500000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7450001	7500000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	7450001	7500000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7450001	7500000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7450001	7500000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7500001	7550000	0.0	2	0	8	0
Belm-12	Roda-47	Chr3	7500001	7550000	0.0	2	0	8	0
Kas-1	Belm-12	Chr3	7500001	7550000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr3	7500001	7550000	0.0	2	0	8	0
Kas-1	Roda-47	Chr3	7500001	7550000	0.0	2	0	8	0
Tsu-1	Belm-12	Chr3	7500001	7550000	0.0	2	0	8	0
Kas-1	Belm-12	Chr3	7550001	7600000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7550001	7600000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7550001	7600000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7550001	7600000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7550001	7600000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7550001	7600000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7600001	7650000	0.0	21	0	84	0
Tsu-1	Belm-12	Chr3	7600001	7650000	0.0	21	0	84	0
Kas-1	Tsu-1	Chr3	7600001	7650000	0.0	21	0	84	0
Kas-1	Belm-12	Chr3	7600001	7650000	0.0	21	0	84	0
Belm-12	Roda-47	Chr3	7600001	7650000	0.0	21	0	84	0
Tsu-1	Roda-47	Chr3	7600001	7650000	0.0	21	0	84	0
Kas-1	Belm-12	Chr3	7650001	7700000	0.0	31	0	124	0
Kas-1	Tsu-1	Chr3	7650001	7700000	0.0	31	0	124	0
Tsu-1	Roda-47	Chr3	7650001	7700000	0.0	31	0	124	0
Belm-12	Roda-47	Chr3	7650001	7700000	0.0	31	0	124	0
Kas-1	Roda-47	Chr3	7650001	7700000	0.0	31	0	124	0
Tsu-1	Belm-12	Chr3	7650001	7700000	0.0	31	0	124	0
Kas-1	Belm-12	Chr3	7700001	7750000	0.0	3	0	12	0
Kas-1	Tsu-1	Chr3	7700001	7750000	0.0	3	0	12	0
Kas-1	Roda-47	Chr3	7700001	7750000	0.0	3	0	12	0
Tsu-1	Belm-12	Chr3	7700001	7750000	0.0	3	0	12	0
Tsu-1	Roda-47	Chr3	7700001	7750000	0.0	3	0	12	0
Belm-12	Roda-47	Chr3	7700001	7750000	0.0	3	0	12	0
Belm-12	Roda-47	Chr3	7750001	7800000	0.0	5	0	20	0
Tsu-1	Roda-47	Chr3	7750001	7800000	0.0	5	0	20	0
Kas-1	Roda-47	Chr3	7750001	7800000	0.0	5	0	20	0
Tsu-1	Belm-12	Chr3	7750001	7800000	0.0	5	0	20	0
Kas-1	Belm-12	Chr3	7750001	7800000	0.0	5	0	20	0
Kas-1	Tsu-1	Chr3	7750001	7800000	0.0	5	0	20	0
Kas-1	Belm-12	Chr3	7800001	7850000	0.0	9	0	36	0
Kas-1	Tsu-1	Chr3	7800001	7850000	0.0	9	0	36	0
Kas-1	Roda-47	Chr3	7800001	7850000	0.0	9	0	36	0
Tsu-1	Belm-12	Chr3	7800001	7850000	0.0	9	0	36	0
Tsu-1	Roda-47	Chr3	7800001	7850000	0.0	9	0	36	0
Belm-12	Roda-47	Chr3	7800001	7850000	0.0	9	0	36	0
Kas-1	Tsu-1	Chr3	7850001	7900000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr3	7850001	7900000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7850001	7900000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7850001	7900000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7850001	7900000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7850001	7900000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7900001	7950000	0.0	2	0	8	0
Kas-1	Roda-47	Chr3	7900001	7950000	0.0	2	0	8	0
Kas-1	Belm-12	Chr3	7900001	7950000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr3	7900001	7950000	0.0	2	0	8	0
Belm-12	Roda-47	Chr3	7900001	7950000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr3	7900001	7950000	0.0	2	0	8	0
Kas-1	Belm-12	Chr3	7950001	8000000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr3	7950001	8000000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	7950001	8000000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	7950001	8000000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	7950001	8000000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr3	7950001	8000000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	8000001	8050000	0.0344827586206896	29	4	116	0
Tsu-1	Roda-47	Chr3	8000001	8050000	0.0	29	0	116	0
Kas-1	Belm-12	Chr3	8000001	8050000	0.0	28	0	112	4
Kas-1	Tsu-1	Chr3	8000001	8050000	0.0	28	0	112	4
Tsu-1	Belm-12	Chr3	8000001	8050000	0.0344827586206896	29	4	116	0
Kas-1	Roda-47	Chr3	8000001	8050000	0.0	28	0	112	4
Tsu-1	Belm-12	Chr3	8050001	8100000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr3	8050001	8100000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr3	8050001	8100000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr3	8050001	8100000	NA	0	NA	NA	NA
