pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Kas-1	Tsu-1	Chr3	17200001	17250000	0.3511856091578086	1223	1718	4892	192
Kas-1	Belm-12	Chr3	17200001	17250000	0.2806584362139918	1215	1364	4860	224
Belm-12	Roda-47	Chr3	17200001	17250000	0.5184880854560394	1217	2524	4868	216
Tsu-1	Roda-47	Chr3	17200001	17250000	0.5257142857142857	1225	2576	4900	184
Tsu-1	Roda-47	Chr3	17250001	17300000	0.502724795640327	1101	2214	4404	92
Belm-12	Roda-47	Chr3	17250001	17300000	0.3974014336917563	1116	1774	4464	32
Kas-1	Belm-12	Chr3	17250001	17300000	0.4369287020109689	1094	1912	4376	120
Kas-1	Tsu-1	Chr3	17250001	17300000	0.2099165894346617	1079	906	4316	180
Kas-1	Roda-47	Chr3	17250001	17300000	0.5978062157221207	1094	2616	4376	120
Tsu-1	Belm-12	Chr3	17250001	17300000	0.4223433242506812	1101	1860	4404	92
Belm-12	Roda-47	Chr3	17300001	17350000	0.4530456852791878	788	1428	3152	84
Tsu-1	Roda-47	Chr3	17300001	17350000	0.2951127819548872	798	942	3192	44
Kas-1	Belm-12	Chr3	17300001	17350000	0.386107634543179	799	1234	3196	40
Kas-1	Tsu-1	Chr3	17300001	17350000	0.3053152039555006	809	988	3236	0
Tsu-1	Belm-12	Chr3	17300001	17350000	0.3692115143929912	799	1180	3196	40
Kas-1	Roda-47	Chr3	17300001	17350000	0.3295739348370927	798	1052	3192	44
Tsu-1	Belm-12	Chr3	17350001	17400000	0.4657534246575342	1095	2040	4380	208
Kas-1	Roda-47	Chr3	17350001	17400000	0.3616636528028933	1106	1600	4424	164
Kas-1	Tsu-1	Chr3	17350001	17400000	0.391304347826087	1104	1728	4416	172
Kas-1	Belm-12	Chr3	17350001	17400000	0.5194128787878788	1056	2194	4224	364
Belm-12	Roda-47	Chr3	17350001	17400000	0.4621695533272562	1097	2028	4388	200
Tsu-1	Roda-47	Chr3	17350001	17400000	0.3786026200873362	1145	1734	4580	8
Belm-12	Roda-47	Chr3	17400001	17450000	0.2947510094212651	743	876	2972	52
Tsu-1	Roda-47	Chr3	17400001	17450000	0.2580862533692722	742	766	2968	56
Kas-1	Roda-47	Chr3	17400001	17450000	0.4685374149659864	588	1102	2352	672
Tsu-1	Belm-12	Chr3	17400001	17450000	0.3622100954979536	733	1062	2932	92
Kas-1	Belm-12	Chr3	17400001	17450000	0.4188255613126079	579	970	2316	708
Kas-1	Tsu-1	Chr3	17400001	17450000	0.4740484429065744	578	1096	2312	712
Kas-1	Belm-12	Chr3	17450001	17500000	0.5004659832246039	1073	2148	4292	52
Kas-1	Tsu-1	Chr3	17450001	17500000	0.2671683913452493	1063	1136	4252	92
Kas-1	Roda-47	Chr3	17450001	17500000	0.6144967682363804	1083	2662	4332	12
Tsu-1	Belm-12	Chr3	17450001	17500000	0.4635416666666667	1056	1958	4224	120
Belm-12	Roda-47	Chr3	17450001	17500000	0.4721189591078067	1076	2032	4304	40
Tsu-1	Roda-47	Chr3	17450001	17500000	0.6285178236397748	1066	2680	4264	80
Kas-1	Roda-47	Chr3	17500001	17550000	0.4899683210137275	947	1856	3788	92
Tsu-1	Belm-12	Chr3	17500001	17550000	0.333695652173913	920	1228	3680	200
Belm-12	Roda-47	Chr3	17500001	17550000	0.3485181119648737	911	1270	3644	236
Tsu-1	Roda-47	Chr3	17500001	17550000	0.4757639620653319	949	1806	3796	84
Kas-1	Tsu-1	Chr3	17500001	17550000	0.2160041841004184	956	826	3824	56
Kas-1	Belm-12	Chr3	17500001	17550000	0.3480392156862745	918	1278	3672	208
Tsu-1	Roda-47	Chr3	17550001	17600000	0.447261663286004	493	882	1972	0
Belm-12	Roda-47	Chr3	17550001	17600000	0.3945233265720081	493	778	1972	0
Kas-1	Roda-47	Chr3	17550001	17600000	0.6044303797468354	474	1146	1896	76
Tsu-1	Belm-12	Chr3	17550001	17600000	0.3002028397565923	493	592	1972	0
Kas-1	Tsu-1	Chr3	17550001	17600000	0.609704641350211	474	1156	1896	76
Kas-1	Belm-12	Chr3	17550001	17600000	0.5506329113924051	474	1044	1896	76
Kas-1	Tsu-1	Chr3	17600001	17650000	0.586	1000	2344	4000	236
Kas-1	Belm-12	Chr3	17600001	17650000	0.3230842005676442	1057	1366	4228	8
Belm-12	Roda-47	Chr3	17600001	17650000	0.3820171265461465	1051	1606	4204	32
Tsu-1	Roda-47	Chr3	17600001	17650000	0.5276659959758552	994	2098	3976	260
Tsu-1	Belm-12	Chr3	17600001	17650000	0.5379241516966068	1002	2156	4008	228
Kas-1	Roda-47	Chr3	17600001	17650000	0.5290753098188751	1049	2220	4196	40
Tsu-1	Belm-12	Chr3	17650001	17700000	0.1938271604938271	405	314	1620	0
Kas-1	Roda-47	Chr3	17650001	17700000	0.5087064676616916	402	818	1608	12
Tsu-1	Roda-47	Chr3	17650001	17700000	0.1823821339950372	403	294	1612	8
Belm-12	Roda-47	Chr3	17650001	17700000	0.3052109181141439	403	492	1612	8
Kas-1	Tsu-1	Chr3	17650001	17700000	0.5086633663366337	404	822	1616	4
Kas-1	Belm-12	Chr3	17650001	17700000	0.5358910891089109	404	866	1616	4
Tsu-1	Belm-12	Chr3	17700001	17750000	0.6585735963581184	659	1736	2636	88
Kas-1	Roda-47	Chr3	17700001	17750000	0.2614814814814815	675	706	2700	24
Kas-1	Tsu-1	Chr3	17700001	17750000	0.5198237885462555	681	1416	2724	0
Kas-1	Belm-12	Chr3	17700001	17750000	0.5159332321699545	659	1360	2636	88
Belm-12	Roda-47	Chr3	17700001	17750000	0.442572741194487	653	1156	2612	112
Tsu-1	Roda-47	Chr3	17700001	17750000	0.3985185185185185	675	1076	2700	24
Tsu-1	Belm-12	Chr3	17750001	17800000	0.4587912087912087	546	1002	2184	36
Kas-1	Roda-47	Chr3	17750001	17800000	0.5902527075812274	554	1308	2216	4
Tsu-1	Roda-47	Chr3	17750001	17800000	0.4531531531531531	555	1006	2220	0
Belm-12	Roda-47	Chr3	17750001	17800000	0.4551282051282051	546	994	2184	36
Kas-1	Belm-12	Chr3	17750001	17800000	0.3467889908256881	545	756	2180	40
Kas-1	Tsu-1	Chr3	17750001	17800000	0.4268953068592058	554	946	2216	4
Tsu-1	Belm-12	Chr3	17800001	17850000	0.4926624737945492	477	940	1908	224
Kas-1	Roda-47	Chr3	17800001	17850000	0.4005681818181818	528	846	2112	20
Kas-1	Tsu-1	Chr3	17800001	17850000	0.400190114068441	526	842	2104	28
Kas-1	Belm-12	Chr3	17800001	17850000	0.5210970464135021	474	988	1896	236
Tsu-1	Roda-47	Chr3	17800001	17850000	0.4124293785310734	531	876	2124	8
Belm-12	Roda-47	Chr3	17800001	17850000	0.4843423799582463	479	928	1916	216
Kas-1	Tsu-1	Chr3	17850001	17900000	0.3536121673003802	789	1116	3156	188
Kas-1	Belm-12	Chr3	17850001	17900000	0.4958133971291866	836	1658	3344	0
Kas-1	Roda-47	Chr3	17850001	17900000	0.4077844311377245	835	1362	3340	4
Tsu-1	Belm-12	Chr3	17850001	17900000	0.6425855513307985	789	2028	3156	188
Belm-12	Roda-47	Chr3	17850001	17900000	0.537125748502994	835	1794	3340	4
Tsu-1	Roda-47	Chr3	17850001	17900000	0.5057106598984772	788	1594	3152	192
Belm-12	Roda-47	Chr3	17900001	17950000	0.3921875	640	1004	2560	0
Tsu-1	Roda-47	Chr3	17900001	17950000	0.40625	640	1040	2560	0
Tsu-1	Belm-12	Chr3	17900001	17950000	0.3765625	640	964	2560	0
Kas-1	Roda-47	Chr3	17900001	17950000	0.5179968701095462	639	1324	2556	4
Kas-1	Belm-12	Chr3	17900001	17950000	0.564945226917058	639	1444	2556	4
Kas-1	Tsu-1	Chr3	17900001	17950000	0.6338028169014085	639	1620	2556	4
Kas-1	Tsu-1	Chr3	17950001	18000000	0.3780918727915194	849	1284	3396	0
Kas-1	Belm-12	Chr3	17950001	18000000	0.5959715639810427	844	2012	3376	20
Kas-1	Roda-47	Chr3	17950001	18000000	0.4358068315665488	849	1480	3396	0
Tsu-1	Belm-12	Chr3	17950001	18000000	0.5029620853080569	844	1698	3376	20
Tsu-1	Roda-47	Chr3	17950001	18000000	0.3663133097762073	849	1244	3396	0
Belm-12	Roda-47	Chr3	17950001	18000000	0.4200236966824645	844	1418	3376	20
Tsu-1	Belm-12	Chr3	18000001	18050000	0.4016	625	1004	2500	0
Kas-1	Roda-47	Chr3	18000001	18050000	0.4758333333333333	600	1142	2400	100
Tsu-1	Roda-47	Chr3	18000001	18050000	0.4400998336106489	601	1058	2404	96
Belm-12	Roda-47	Chr3	18000001	18050000	0.389351081530782	601	936	2404	96
Kas-1	Belm-12	Chr3	18000001	18050000	0.4703525641025641	624	1174	2496	4
Kas-1	Tsu-1	Chr3	18000001	18050000	0.6033653846153846	624	1506	2496	4
Belm-12	Roda-47	Chr3	18050001	18100000	0.4935064935064935	693	1368	2772	148
Tsu-1	Roda-47	Chr3	18050001	18100000	0.3828767123287671	730	1118	2920	0
Tsu-1	Belm-12	Chr3	18050001	18100000	0.4372294372294372	693	1212	2772	148
Kas-1	Roda-47	Chr3	18050001	18100000	0.3947368421052631	722	1140	2888	32
Kas-1	Belm-12	Chr3	18050001	18100000	0.5591240875912409	685	1532	2740	180
Kas-1	Tsu-1	Chr3	18050001	18100000	0.3988919667590028	722	1152	2888	32
Tsu-1	Belm-12	Chr3	18100001	18150000	0.4578713968957871	451	826	1804	24
Kas-1	Roda-47	Chr3	18100001	18150000	0.5230263157894737	456	954	1824	4
Kas-1	Belm-12	Chr3	18100001	18150000	0.5066518847006651	451	914	1804	24
Kas-1	Tsu-1	Chr3	18100001	18150000	0.5164113785557987	457	944	1828	0
Tsu-1	Roda-47	Chr3	18100001	18150000	0.2817982456140351	456	514	1824	4
Belm-12	Roda-47	Chr3	18100001	18150000	0.3755555555555555	450	676	1800	28
Belm-12	Roda-47	Chr3	18150001	18200000	0.2572156196943972	589	606	2356	0
Tsu-1	Roda-47	Chr3	18150001	18200000	0.4575551782682512	589	1078	2356	0
Tsu-1	Belm-12	Chr3	18150001	18200000	0.4609507640067912	589	1086	2356	0
Kas-1	Roda-47	Chr3	18150001	18200000	0.407312925170068	588	958	2352	4
Kas-1	Tsu-1	Chr3	18150001	18200000	0.4362244897959184	588	1026	2352	4
Kas-1	Belm-12	Chr3	18150001	18200000	0.3937074829931973	588	926	2352	4
Kas-1	Roda-47	Chr3	18200001	18250000	0.4554390563564875	763	1390	3052	24
Tsu-1	Belm-12	Chr3	18200001	18250000	0.3802083333333333	768	1168	3072	4
Belm-12	Roda-47	Chr3	18200001	18250000	0.6007802340702211	769	1848	3076	0
Tsu-1	Roda-47	Chr3	18200001	18250000	0.494140625	768	1518	3072	4
Kas-1	Tsu-1	Chr3	18200001	18250000	0.573490813648294	762	1748	3048	28
Kas-1	Belm-12	Chr3	18200001	18250000	0.5511140235910879	763	1682	3052	24
Kas-1	Belm-12	Chr3	18250001	18300000	0.4402277039848197	527	928	2108	8
Kas-1	Tsu-1	Chr3	18250001	18300000	0.3387096774193548	527	714	2108	8
Belm-12	Roda-47	Chr3	18250001	18300000	0.5304182509505704	526	1116	2104	12
Tsu-1	Roda-47	Chr3	18250001	18300000	0.3659695817490494	526	770	2104	12
Tsu-1	Belm-12	Chr3	18250001	18300000	0.4848771266540643	529	1026	2116	0
Kas-1	Roda-47	Chr3	18250001	18300000	0.3416030534351145	524	716	2096	20
Kas-1	Tsu-1	Chr3	18300001	18350000	0.5577299412915852	511	1140	2044	20
Kas-1	Belm-12	Chr3	18300001	18350000	0.324853228962818	511	664	2044	20
Tsu-1	Roda-47	Chr3	18300001	18350000	0.2616279069767442	516	540	2064	0
Belm-12	Roda-47	Chr3	18300001	18350000	0.4447674418604651	516	918	2064	0
Kas-1	Roda-47	Chr3	18300001	18350000	0.5587084148727984	511	1142	2044	20
Tsu-1	Belm-12	Chr3	18300001	18350000	0.5087209302325582	516	1050	2064	0
Kas-1	Roda-47	Chr3	18350001	18400000	0.2452431289640592	473	464	1892	4
Tsu-1	Belm-12	Chr3	18350001	18400000	0.5555555555555556	468	1040	1872	24
Kas-1	Tsu-1	Chr3	18350001	18400000	0.587737843551797	473	1112	1892	4
Kas-1	Belm-12	Chr3	18350001	18400000	0.30406852248394	467	568	1868	28
Tsu-1	Roda-47	Chr3	18350001	18400000	0.5253164556962026	474	996	1896	0
Belm-12	Roda-47	Chr3	18350001	18400000	0.327991452991453	468	614	1872	24
Tsu-1	Belm-12	Chr3	18400001	18450000	0.527542372881356	472	996	1888	8
Kas-1	Roda-47	Chr3	18400001	18450000	0.3196202531645569	474	606	1896	0
Belm-12	Roda-47	Chr3	18400001	18450000	0.3248945147679324	474	616	1896	0
Tsu-1	Roda-47	Chr3	18400001	18450000	0.6175847457627118	472	1166	1888	8
Kas-1	Tsu-1	Chr3	18400001	18450000	0.5413135593220338	472	1022	1888	8
Kas-1	Belm-12	Chr3	18400001	18450000	0.2278481012658227	474	432	1896	0
Kas-1	Belm-12	Chr3	18450001	18500000	0.5270793036750484	517	1090	2068	0
Kas-1	Tsu-1	Chr3	18450001	18500000	0.4468085106382978	517	924	2068	0
Tsu-1	Belm-12	Chr3	18450001	18500000	0.4332688588007737	517	896	2068	0
Kas-1	Roda-47	Chr3	18450001	18500000	0.2475822050290135	517	512	2068	0
Belm-12	Roda-47	Chr3	18450001	18500000	0.6005802707930368	517	1242	2068	0
Tsu-1	Roda-47	Chr3	18450001	18500000	0.5261121856866537	517	1088	2068	0
Belm-12	Roda-47	Chr3	18500001	18550000	0.4305740987983978	749	1290	2996	112
Tsu-1	Roda-47	Chr3	18500001	18550000	0.3730670103092783	776	1158	3104	4
Kas-1	Tsu-1	Chr3	18500001	18550000	0.5975292587776333	769	1838	3076	32
Kas-1	Belm-12	Chr3	18500001	18550000	0.3611859838274933	742	1072	2968	140
Tsu-1	Belm-12	Chr3	18500001	18550000	0.5100267379679144	748	1526	2992	116
Kas-1	Roda-47	Chr3	18500001	18550000	0.5551948051948052	770	1710	3080	28
Belm-12	Roda-47	Chr3	18550001	18600000	0.3730769230769231	650	970	2600	20
Tsu-1	Roda-47	Chr3	18550001	18600000	0.3130769230769231	650	814	2600	20
Tsu-1	Belm-12	Chr3	18550001	18600000	0.3618320610687023	655	948	2620	0
Kas-1	Roda-47	Chr3	18550001	18600000	0.3140432098765432	648	814	2592	28
Kas-1	Belm-12	Chr3	18550001	18600000	0.442572741194487	653	1156	2612	8
Kas-1	Tsu-1	Chr3	18550001	18600000	0.336906584992343	653	880	2612	8
Kas-1	Belm-12	Chr3	18600001	18650000	0.5075187969924813	1330	2700	5320	136
Kas-1	Tsu-1	Chr3	18600001	18650000	0.2706935123042505	1341	1452	5364	92
Belm-12	Roda-47	Chr3	18600001	18650000	0.6072261072261073	1287	3126	5148	308
Tsu-1	Roda-47	Chr3	18600001	18650000	0.5477657935285054	1298	2844	5192	264
Tsu-1	Belm-12	Chr3	18600001	18650000	0.360310421286031	1353	1950	5412	44
Kas-1	Roda-47	Chr3	18600001	18650000	0.6407843137254902	1275	3268	5100	356
Kas-1	Belm-12	Chr3	18650001	18700000	0.4370179948586118	389	680	1556	4
Kas-1	Tsu-1	Chr3	18650001	18700000	0.4974093264248704	386	768	1544	16
Belm-12	Roda-47	Chr3	18650001	18700000	0.3791773778920309	389	590	1556	4
Tsu-1	Roda-47	Chr3	18650001	18700000	0.582901554404145	386	900	1544	16
Tsu-1	Belm-12	Chr3	18650001	18700000	0.4974025974025974	385	766	1540	20
Kas-1	Roda-47	Chr3	18650001	18700000	0.482051282051282	390	752	1560	0
Kas-1	Tsu-1	Chr3	18700001	18750000	0.3416289592760181	1326	1812	5304	68
Tsu-1	Belm-12	Chr3	18700001	18750000	0.3981343283582089	1340	2134	5360	12
Tsu-1	Roda-47	Chr3	18700001	18750000	0.5678488820354665	1297	2946	5188	184
Kas-1	Belm-12	Chr3	18700001	18750000	0.3899773926149208	1327	2070	5308	64
Belm-12	Roda-47	Chr3	18700001	18750000	0.5065485362095532	1298	2630	5192	180
Kas-1	Roda-47	Chr3	18700001	18750000	0.455607476635514	1284	2340	5136	236
Belm-12	Roda-47	Chr3	18750001	18800000	0.6324786324786325	585	1480	2340	8
Tsu-1	Roda-47	Chr3	18750001	18800000	0.6368515205724508	559	1424	2236	112
Tsu-1	Belm-12	Chr3	18750001	18800000	0.4748653500897666	557	1058	2228	120
Kas-1	Tsu-1	Chr3	18750001	18800000	0.6827651515151515	528	1442	2112	236
Kas-1	Belm-12	Chr3	18750001	18800000	0.5929602888086642	554	1314	2216	132
Kas-1	Roda-47	Chr3	18750001	18800000	0.2553956834532374	556	568	2224	124
Belm-12	Roda-47	Chr3	18800001	18850000	0.526536312849162	358	754	1432	4
Tsu-1	Belm-12	Chr3	18800001	18850000	0.5041899441340782	358	722	1432	4
Tsu-1	Roda-47	Chr3	18800001	18850000	0.2200557103064067	359	316	1436	0
Kas-1	Roda-47	Chr3	18800001	18850000	0.4568245125348189	359	656	1436	0
Kas-1	Belm-12	Chr3	18800001	18850000	0.4776536312849162	358	684	1432	4
Kas-1	Tsu-1	Chr3	18800001	18850000	0.4220055710306407	359	606	1436	0
Tsu-1	Roda-47	Chr3	18850001	18900000	0.4980916030534351	786	1566	3144	0
Kas-1	Tsu-1	Chr3	18850001	18900000	0.3867684478371501	786	1216	3144	0
Belm-12	Roda-47	Chr3	18850001	18900000	0.5197704081632653	784	1630	3136	8
Kas-1	Belm-12	Chr3	18850001	18900000	0.3309948979591837	784	1038	3136	8
Tsu-1	Belm-12	Chr3	18850001	18900000	0.3762755102040816	784	1180	3136	8
Kas-1	Roda-47	Chr3	18850001	18900000	0.5388040712468194	786	1694	3144	0
Tsu-1	Roda-47	Chr3	18900001	18950000	0.4041450777202072	772	1248	3088	364
Belm-12	Roda-47	Chr3	18900001	18950000	0.4748387096774193	775	1472	3100	352
Tsu-1	Belm-12	Chr3	18900001	18950000	0.4324162679425837	836	1446	3344	108
Kas-1	Tsu-1	Chr3	18900001	18950000	0.4363207547169811	848	1480	3392	60
Kas-1	Belm-12	Chr3	18900001	18950000	0.4665099882491186	851	1588	3404	48
Kas-1	Roda-47	Chr3	18900001	18950000	0.5355781448538754	787	1686	3148	304
Tsu-1	Belm-12	Chr3	18950001	19000000	0.3890532544378698	338	526	1352	0
Kas-1	Roda-47	Chr3	18950001	19000000	0.393491124260355	338	532	1352	0
Tsu-1	Roda-47	Chr3	18950001	19000000	0.4349112426035503	338	588	1352	0
Belm-12	Roda-47	Chr3	18950001	19000000	0.5133136094674556	338	694	1352	0
Kas-1	Tsu-1	Chr3	18950001	19000000	0.3920118343195266	338	530	1352	0
Kas-1	Belm-12	Chr3	18950001	19000000	0.5	338	676	1352	0
Tsu-1	Belm-12	Chr3	19000001	19050000	0.4405594405594406	429	756	1716	0
Kas-1	Tsu-1	Chr3	19000001	19050000	0.4055944055944055	429	696	1716	0
Kas-1	Belm-12	Chr3	19000001	19050000	0.2680652680652681	429	460	1716	0
Belm-12	Roda-47	Chr3	19000001	19050000	0.303030303030303	429	520	1716	0
Tsu-1	Roda-47	Chr3	19000001	19050000	0.4125874125874126	429	708	1716	0
Kas-1	Roda-47	Chr3	19000001	19050000	0.2587412587412587	429	444	1716	0
Tsu-1	Roda-47	Chr3	19050001	19100000	0.6368286445012787	391	996	1564	0
Tsu-1	Belm-12	Chr3	19050001	19100000	0.4435897435897435	390	692	1560	4
Kas-1	Roda-47	Chr3	19050001	19100000	0.3989769820971867	391	624	1564	0
Kas-1	Tsu-1	Chr3	19050001	19100000	0.3861892583120204	391	604	1564	0
Kas-1	Belm-12	Chr3	19050001	19100000	0.4256410256410256	390	664	1560	4
Belm-12	Roda-47	Chr3	19050001	19100000	0.6102564102564103	390	952	1560	4
Tsu-1	Roda-47	Chr3	19100001	19150000	0.5	597	1194	2388	4
Kas-1	Tsu-1	Chr3	19100001	19150000	0.3952830188679245	530	838	2120	272
Kas-1	Roda-47	Chr3	19100001	19150000	0.6597353497164461	529	1396	2116	276
Tsu-1	Belm-12	Chr3	19100001	19150000	0.4966499162479062	597	1186	2388	4
Kas-1	Belm-12	Chr3	19100001	19150000	0.7013232514177694	529	1484	2116	276
Belm-12	Roda-47	Chr3	19100001	19150000	0.2927852348993288	596	698	2384	8
Kas-1	Tsu-1	Chr3	19150001	19200000	0.3851010101010101	396	610	1584	20
Kas-1	Belm-12	Chr3	19150001	19200000	0.5149625935162094	401	826	1604	0
Tsu-1	Belm-12	Chr3	19150001	19200000	0.5454545454545454	396	864	1584	20
Kas-1	Roda-47	Chr3	19150001	19200000	0.3890274314214463	401	624	1604	0
Tsu-1	Roda-47	Chr3	19150001	19200000	0.3775252525252525	396	598	1584	20
Belm-12	Roda-47	Chr3	19150001	19200000	0.4276807980049875	401	686	1604	0
Kas-1	Belm-12	Chr3	19200001	19250000	0.6065292096219931	291	706	1164	8
Tsu-1	Belm-12	Chr3	19200001	19250000	0.5309278350515464	291	618	1164	8
Kas-1	Roda-47	Chr3	19200001	19250000	0.4180887372013652	293	490	1172	0
Belm-12	Roda-47	Chr3	19200001	19250000	0.352233676975945	291	410	1164	8
Kas-1	Tsu-1	Chr3	19200001	19250000	0.356655290102389	293	418	1172	0
Tsu-1	Roda-47	Chr3	19200001	19250000	0.3310580204778157	293	388	1172	0
Kas-1	Tsu-1	Chr3	19250001	19300000	0.1939102564102564	312	242	1248	0
Tsu-1	Roda-47	Chr3	19250001	19300000	0.6330128205128205	312	790	1248	0
Tsu-1	Belm-12	Chr3	19250001	19300000	0.5160256410256411	312	644	1248	0
Kas-1	Belm-12	Chr3	19250001	19300000	0.4439102564102564	312	554	1248	0
Belm-12	Roda-47	Chr3	19250001	19300000	0.4423076923076923	312	552	1248	0
Kas-1	Roda-47	Chr3	19250001	19300000	0.5496794871794872	312	686	1248	0
Belm-12	Roda-47	Chr3	19300001	19350000	0.5055555555555555	180	364	720	0
Tsu-1	Roda-47	Chr3	19300001	19350000	0.5611111111111111	180	404	720	0
Kas-1	Roda-47	Chr3	19300001	19350000	0.4888888888888889	180	352	720	0
Kas-1	Belm-12	Chr3	19300001	19350000	0.4277777777777777	180	308	720	0
Kas-1	Tsu-1	Chr3	19300001	19350000	0.4944444444444444	180	356	720	0
Tsu-1	Belm-12	Chr3	19300001	19350000	0.4666666666666667	180	336	720	0
Belm-12	Roda-47	Chr3	19350001	19400000	0.473170731707317	205	388	820	0
Kas-1	Tsu-1	Chr3	19350001	19400000	0.3853658536585366	205	316	820	0
Tsu-1	Belm-12	Chr3	19350001	19400000	0.6341463414634146	205	520	820	0
Tsu-1	Roda-47	Chr3	19350001	19400000	0.6292682926829268	205	516	820	0
Kas-1	Roda-47	Chr3	19350001	19400000	0.4682926829268293	205	384	820	0
Kas-1	Belm-12	Chr3	19350001	19400000	0.5414634146341464	205	444	820	0
Tsu-1	Belm-12	Chr3	19400001	19450000	0.4542056074766355	535	972	2140	40
Kas-1	Roda-47	Chr3	19400001	19450000	0.455045871559633	545	992	2180	0
Tsu-1	Roda-47	Chr3	19400001	19450000	0.3082568807339449	545	672	2180	0
Kas-1	Belm-12	Chr3	19400001	19450000	0.3214953271028037	535	688	2140	40
Kas-1	Tsu-1	Chr3	19400001	19450000	0.2935779816513761	545	640	2180	0
Belm-12	Roda-47	Chr3	19400001	19450000	0.5719626168224299	535	1224	2140	40
Kas-1	Roda-47	Chr3	19450001	19500000	0.5412926391382405	557	1206	2228	4
Belm-12	Roda-47	Chr3	19450001	19500000	0.5582437275985663	558	1246	2232	0
Tsu-1	Roda-47	Chr3	19450001	19500000	0.578853046594982	558	1292	2232	0
Tsu-1	Belm-12	Chr3	19450001	19500000	0.257168458781362	558	574	2232	0
Kas-1	Tsu-1	Chr3	19450001	19500000	0.5412926391382405	557	1206	2228	4
Kas-1	Belm-12	Chr3	19450001	19500000	0.5278276481149012	557	1176	2228	4
Kas-1	Roda-47	Chr3	19500001	19550000	0.4556714471968709	767	1398	3068	16
Kas-1	Belm-12	Chr3	19500001	19550000	0.423927178153446	769	1304	3076	8
Kas-1	Tsu-1	Chr3	19500001	19550000	0.5178100263852242	758	1570	3032	52
Tsu-1	Roda-47	Chr3	19500001	19550000	0.4794973544973545	756	1450	3024	60
Tsu-1	Belm-12	Chr3	19500001	19550000	0.4617414248021108	758	1400	3032	52
Belm-12	Roda-47	Chr3	19500001	19550000	0.3350717079530639	767	1028	3068	16
Tsu-1	Belm-12	Chr3	19550001	19600000	0.3044315992292871	519	632	2076	4
Kas-1	Roda-47	Chr3	19550001	19600000	0.6192307692307693	520	1288	2080	0
Tsu-1	Roda-47	Chr3	19550001	19600000	0.4701348747591522	519	976	2076	4
Belm-12	Roda-47	Chr3	19550001	19600000	0.4115384615384615	520	856	2080	0
Kas-1	Belm-12	Chr3	19550001	19600000	0.5115384615384615	520	1064	2080	0
Kas-1	Tsu-1	Chr3	19550001	19600000	0.5433526011560693	519	1128	2076	4
Kas-1	Tsu-1	Chr3	19600001	19650000	0.4612817089452603	749	1382	2996	36
Tsu-1	Roda-47	Chr3	19600001	19650000	0.3900662251655629	755	1178	3020	12
Tsu-1	Belm-12	Chr3	19600001	19650000	0.3355350066050198	757	1016	3028	4
Kas-1	Roda-47	Chr3	19600001	19650000	0.6704545454545454	748	2006	2992	40
Kas-1	Belm-12	Chr3	19600001	19650000	0.4306666666666666	750	1292	3000	32
Belm-12	Roda-47	Chr3	19600001	19650000	0.5046296296296297	756	1526	3024	8
Tsu-1	Roda-47	Chr3	19650001	19700000	0.6597353497164461	529	1396	2116	0
Tsu-1	Belm-12	Chr3	19650001	19700000	0.1436672967863894	529	304	2116	0
Belm-12	Roda-47	Chr3	19650001	19700000	0.6937618147448015	529	1468	2116	0
Kas-1	Roda-47	Chr3	19650001	19700000	0.4499054820415879	529	952	2116	0
Kas-1	Tsu-1	Chr3	19650001	19700000	0.500945179584121	529	1060	2116	0
Kas-1	Belm-12	Chr3	19650001	19700000	0.4669187145557656	529	988	2116	0
Belm-12	Roda-47	Chr3	19700001	19750000	0.6345238095238095	420	1066	1680	40
Kas-1	Belm-12	Chr3	19700001	19750000	0.7197674418604652	430	1238	1720	0
Tsu-1	Roda-47	Chr3	19700001	19750000	0.6357142857142857	420	1068	1680	40
Tsu-1	Belm-12	Chr3	19700001	19750000	0.005813953488372	430	10	1720	0
Kas-1	Roda-47	Chr3	19700001	19750000	0.3523809523809524	420	592	1680	40
Kas-1	Tsu-1	Chr3	19700001	19750000	0.7186046511627907	430	1236	1720	0
Kas-1	Roda-47	Chr3	19750001	19800000	0.5401785714285714	560	1210	2240	96
Kas-1	Tsu-1	Chr3	19750001	19800000	0.7416520210896309	569	1688	2276	60
Belm-12	Roda-47	Chr3	19750001	19800000	0.417391304347826	575	960	2300	36
Tsu-1	Belm-12	Chr3	19750001	19800000	0.023972602739726	584	56	2336	0
Kas-1	Belm-12	Chr3	19750001	19800000	0.7513181019332161	569	1710	2276	60
Tsu-1	Roda-47	Chr3	19750001	19800000	0.4104347826086956	575	944	2300	36
Belm-12	Roda-47	Chr3	19800001	19850000	0.2575431034482758	464	478	1856	0
Tsu-1	Belm-12	Chr3	19800001	19850000	0.0118790496760259	463	22	1852	4
Kas-1	Tsu-1	Chr3	19800001	19850000	0.367170626349892	463	680	1852	4
Tsu-1	Roda-47	Chr3	19800001	19850000	0.2613390928725702	463	484	1852	4
Kas-1	Belm-12	Chr3	19800001	19850000	0.3631465517241379	464	674	1856	0
Kas-1	Roda-47	Chr3	19800001	19850000	0.3857758620689655	464	716	1856	0
Kas-1	Belm-12	Chr3	19850001	19900000	0.573170731707317	574	1316	2296	12
